PARTICIPANT ID,PRESENT2015,EVENT DISTANCE,AGE CATAGORY,SEX CATAGORY,TIME
1222,1,42,40,1,05:25:21
1223,,,,,
1224,,,,,
1225,,,,,
1226,,,,,
1227,,,,,
1228,,,,,
1229,1,42,18,1,03:45:27
1230,1,42,40,1,04:17:11
1231,,,,,
1232,1,21,35,1,01:54:27
1233,,,,,
1234,1,42,65,1,05:34:47
1235,1,42,50,0,05:10:27
1236,,,,,
1237,1,42,50,1,05:11:21
1238,,,,,
1239,1,42,35,0,03:20:21
1240,,,,,
1241,,,,,
1242,1,42,25,1,03:26:07
1243,,,,,
1244,,,,,
1245,1,21,35,0,02:39:43
1246,1,42,18,1,04:51:04
1247,,,,,
1248,1,21,40,0,02:47:38
1249,1,42,30,1,06:16:25
1250,1,42,40,1,03:42:29
1251,1,42,35,1,06:05:19
1252,1,42,40,1,05:23:01
1253,,,,,
1254,1,42,35,1,03:12:00
1255,,,,,
1256,1,21,30,1,01:24:41
1257,,,,,
1258,,,,,
1259,1,42,45,1,03:32:22
1260,,,,,
1261,,,,,
1262,,,,,
1263,1,42,45,1,03:51:52
1264,1,42,35,0,04:54:34
1265,,,,,
1266,1,42,40,1,04:02:42
1267,1,42,40,1,05:50:22
1268,1,21,35,0,01:32:33
1269,1,42,40,0,04:57:27
1270,,,,,
1271,,,,,
1272,1,42,30,1,03:31:56
1273,,,,,
1274,1,42,45,1,04:39:04
1275,1,42,25,1,05:05:43
1276,1,21,40,1,01:38:35
1277,,,,,
1278,1,42,50,1,05:48:32
1279,1,42,18,1,04:13:04
1280,,,,,
1281,,,,,
1282,1,42,40,1,03:29:27
1283,1,42,40,1,-1
1284,1,42,35,1,03:55:56
1285,,,,,
1286,,,,,
1287,1,42,35,1,05:09:15
1288,,,,,
1289,,,,,
1290,1,42,50,1,04:43:57
1291,,,,,
1292,,,,,
1293,1,42,25,0,06:24:08
1294,1,42,45,1,04:19:05
1295,1,21,35,1,02:44:23
1296,,,,,
1297,1,10,35,0,01:05:16
1298,,,,,
1299,1,42,40,1,03:26:26
1300,,,,,
1301,1,42,35,1,06:06:16
1302,,,,,
1303,1,42,35,0,04:28:09
1304,1,42,55,1,04:41:52
1305,,,,,
1306,,,,,
1307,,,,,
1308,1,42,25,1,04:09:46
1309,1,42,45,1,04:29:28
1310,,,,,
1311,1,42,30,1,03:33:51
1312,1,42,40,1,05:11:26
1313,,,,,
1314,,,,,
1315,1,42,40,1,03:51:01
1316,1,42,45,0,05:05:06
1317,,,,,
1318,,,,,
1319,,,,,
1320,1,42,45,1,03:41:20
1321,,,,,
1322,,,,,
1323,,,,,
1324,,,,,
1325,1,42,18,1,04:18:41
1326,,,,,
1327,1,42,30,1,05:41:41
1328,1,21,30,1,01:25:45
1329,,,,,
1330,,,,,
1331,1,21,35,1,02:18:50
1332,,,,,
1333,1,21,35,1,02:27:26
1334,,,,,
1335,1,42,25,1,05:16:46
1336,1,42,50,1,03:36:12
1337,1,42,40,1,04:19:00
1338,1,21,30,0,02:13:27
1339,1,42,35,1,04:07:46
1340,1,42,40,1,03:59:57
1341,,,,,
1342,,,,,
1343,,,,,
1344,1,42,40,1,03:24:49
1345,1,21,50,1,01:46:48
1346,,,,,
1347,,,,,
1348,,,,,
1349,,,,,
1350,1,42,40,0,04:05:13
1351,1,21,60,1,01:56:27
1352,1,42,40,1,04:49:38
1353,,,,,
1354,1,42,18,0,03:29:12
1355,1,42,45,1,04:09:20
1356,1,42,40,1,03:56:00
1357,1,10,35,0,01:37:26
1358,1,42,35,0,03:12:38
1359,,,,,
1360,,,,,
1361,,,,,
1362,,,,,
1363,1,10,30,0,00:57:42
1364,,,,,
1365,,,,,
1366,1,42,45,0,04:29:25
1367,1,42,15,1,05:30:23
1368,,,,,
1369,,,,,
1370,,,,,
1371,,,,,
1372,,,,,
1373,1,42,55,0,06:56:40
1374,1,42,50,1,03:28:59
1375,1,21,55,1,02:15:51
1376,,,,,
1377,,,,,
1378,1,42,30,0,04:18:47
1379,,,,,
1380,,,,,
1381,1,42,55,1,03:49:03
1382,1,42,40,0,05:01:48
1383,1,21,40,0,02:49:20
1384,1,42,25,1,03:44:18
1385,,,,,
1386,,,,,
1387,1,42,35,0,05:29:59
1388,,,,,
1389,1,42,50,1,03:54:44
1390,,,,,
1391,,,,,
1392,,,,,
1393,,,,,
1394,,,,,
1395,1,42,50,0,05:59:46
1396,,,,,
1397,1,42,40,0,05:02:32
1398,,,,,
1399,1,42,18,0,04:09:44
1400,1,21,35,1,02:24:09
1401,,,,,
1402,1,42,35,0,05:53:18
1403,,,,,
1404,,,,,
1405,,,,,
1406,1,42,30,0,06:28:35
1407,1,42,45,1,05:55:35
1408,1,10,25,0,01:16:40
1409,1,42,60,1,05:02:37
1410,1,42,35,1,07:01:20
1411,1,5,30,0,00:35:06
1412,1,42,30,0,04:28:55
1413,1,21,40,0,02:14:19
1414,,,,,
1415,1,42,25,0,04:15:59
1416,1,42,30,1,04:25:50
1417,,,,,
1418,1,21,35,0,02:44:37
1419,,,,,
1420,1,21,40,0,02:43:12
1421,,,,,
1422,1,21,50,1,02:42:25
1423,,,,,
1424,1,42,45,1,03:40:35
1425,1,42,40,1,04:26:07
1426,,,,,
1427,,,,,
1428,1,42,45,1,05:12:20
1429,,,,,
1430,1,42,35,1,05:15:25
1431,1,42,30,1,04:24:58
1432,1,42,45,1,03:49:13
1433,,,,,
1434,,,,,
1435,1,42,25,1,04:14:14
1436,,,,,
1437,,,,,
1438,,,,,
1439,,,,,
1440,,,,,
1441,1,42,30,0,04:47:53
1442,,,,,
1443,,,,,
1444,1,42,18,1,06:03:44
1445,1,42,55,1,03:38:43
1446,,,,,
1447,1,42,50,1,-1
1448,1,21,40,1,03:10:22
1449,,,,,
1450,1,42,30,0,04:01:05
1451,,,,,
1452,1,42,40,1,04:26:39
1453,1,42,45,1,05:09:37
1454,1,42,50,1,03:45:58
1455,1,42,50,1,06:11:58
1456,,,,,
1457,,,,,
1458,1,42,25,0,04:37:41
1459,1,42,40,0,04:09:58
1460,1,42,35,1,03:56:08
1461,1,21,60,1,02:12:32
1462,,,,,
1463,1,42,30,0,05:09:31
1464,,,,,
1465,,,,,
1466,1,42,18,0,04:43:39
1467,,,,,
1468,1,42,15,0,05:24:59
1469,,,,,
1470,,,,,
1471,,,,,
1472,,,,,
1473,,,,,
1474,,,,,
1475,,,,,
1476,,,,,
1477,1,42,18,1,04:51:40
1478,1,42,40,1,04:54:06
1479,1,42,45,1,04:49:01
1480,,,,,
1481,,,,,
1482,,,,,
1483,1,42,35,1,03:38:33
1484,1,42,25,0,06:50:09
1485,1,21,40,1,01:33:14
1486,1,21,25,1,01:34:42
1487,1,42,25,1,04:40:20
1488,,,,,
1489,,,,,
1490,1,42,30,0,04:46:57
1491,,,,,
1492,,,,,
1493,,,,,
1494,1,42,18,1,05:29:20
1495,,,,,
1496,,,,,
1497,,,,,
1498,1,21,35,1,-1
1499,1,42,40,1,03:39:23
1500,,,,,
1501,1,21,55,0,01:52:47
1502,1,42,25,0,05:15:52
1503,,,,,
1504,1,21,30,1,02:52:35
1505,1,42,18,0,05:58:08
1506,1,42,25,1,03:39:21
1507,1,21,45,1,03:24:02
1508,,,,,
1509,,,,,
1510,1,10,30,1,01:25:35
1511,1,42,25,0,05:04:23
1512,1,21,25,0,03:08:03
1513,1,21,25,1,02:10:17
1514,1,10,35,1,00:48:06
1515,,,,,
1516,1,42,40,1,04:53:47
1517,1,42,45,1,03:33:20
1518,1,42,40,1,04:50:04
1519,,,,,
1520,1,42,35,1,05:31:42
1521,1,42,50,1,05:17:49
1522,1,21,30,0,02:08:55
1523,1,42,30,0,04:21:37
1524,,,,,
1525,1,42,40,1,05:00:04
1526,,,,,
1527,,,,,
1528,,,,,
1529,,,,,
1530,1,21,40,0,03:33:46
1531,,,,,
1532,1,10,18,1,01:03:13
1533,,,,,
1534,,,,,
1535,,,,,
1536,1,42,30,1,04:01:40
1537,1,42,50,1,05:12:11
1538,1,42,50,1,06:54:43
1539,,,,,
1540,1,42,40,0,04:32:05
1541,1,42,18,1,04:30:48
1542,,,,,
1543,,,,,
1544,1,42,35,0,05:43:47
1545,1,42,40,1,03:31:01
1546,,,,,
1547,,,,,
1548,1,21,45,1,01:50:13
1549,1,21,50,1,02:06:48
1550,,,,,
1551,1,21,45,0,02:43:47
1552,,,,,
1553,1,42,50,0,04:21:27
1554,,,,,
1555,,,,,
1556,,,,,
1557,,,,,
1558,,,,,
1559,1,42,45,1,05:35:19
1560,,,,,
1561,1,42,40,0,05:41:05
1562,,,,,
1563,,,,,
1564,,,,,
1565,,,,,
1566,,,,,
1567,1,10,55,1,00:56:50
1568,1,42,40,1,03:24:18
1569,,,,,
1570,1,42,50,1,04:37:49
1571,1,42,25,1,04:56:43
1572,,,,,
1573,1,42,35,0,04:14:33
1574,,,,,
1575,,,,,
1576,1,42,30,1,03:10:36
1577,,,,,
1578,,,,,
1579,1,21,40,1,03:20:57
1580,1,42,50,1,04:48:44
1581,1,21,40,1,02:01:39
1582,,,,,
1583,1,42,18,1,03:41:44
1584,,,,,
1585,,,,,
1586,,,,,
1587,,,,,
1588,1,21,35,0,02:01:48
1589,1,42,35,1,05:49:27
1590,1,42,50,1,05:12:52
1591,,,,,
1592,1,42,18,1,06:01:32
1593,1,42,35,1,03:35:17
1594,,,,,
1595,,,,,
1596,1,42,65,1,03:49:44
1597,,,,,
1598,1,42,70,1,04:23:48
1599,,,,,
1600,,,,,
1601,,,,,
1602,,,,,
1603,,,,,
1604,,,,,
1605,1,42,50,0,-1
1606,,,,,
1607,,,,,
1608,1,42,25,0,05:05:46
1609,1,42,25,0,05:27:15
1610,,,,,
1611,1,42,30,1,03:16:35
1612,1,42,30,0,05:16:04
1613,1,21,40,1,02:01:45
1614,1,5,30,1,00:59:38
1615,,,,,
1616,,,,,
1617,,,,,
1618,,,,,
1619,1,42,35,0,04:36:54
1620,,,,,
1621,,,,,
1622,1,42,30,1,02:50:07
1623,,,,,
1624,1,42,30,1,03:59:30
1625,1,42,25,0,05:36:43
1626,1,21,50,1,02:04:38
1627,1,21,30,1,01:57:18
1628,,,,,
1629,1,42,40,1,05:34:21
1630,,,,,
1631,,,,,
1632,1,42,35,0,04:10:51
1633,1,21,30,1,01:55:33
1634,1,42,45,0,06:26:52
1635,1,42,45,1,05:10:08
1636,,,,,
1637,1,1,13,0,00:06:13
1638,1,21,18,1,01:38:24
1639,,,,,
1640,,,,,
1641,,,,,
1642,,,,,
1643,1,42,30,1,06:28:16
1644,1,21,25,0,02:12:48
1645,1,42,35,0,04:27:01
1646,1,42,55,1,04:19:58
1647,1,42,15,1,04:01:05
1648,1,10,45,1,01:11:20
1649,1,42,50,0,03:56:54
1650,,,,,
1651,1,42,35,1,04:13:05
1652,1,21,35,1,02:19:30
1653,,,,,
1654,,,,,
1655,,,,,
1656,1,42,35,0,05:53:08
1657,1,42,50,1,03:32:26
1658,,,,,
1659,1,42,55,1,04:34:14
1660,1,42,35,1,04:46:32
1661,,,,,
1662,,,,,
1663,,,,,
1664,1,42,25,1,05:34:31
1665,1,42,40,0,04:06:01
1666,1,42,40,1,03:48:31
1667,,,,,
1668,1,42,50,1,05:29:34
1669,,,,,
1670,1,21,40,1,03:49:13
1671,1,42,30,0,05:12:58
1672,,,,,
1673,,,,,
1674,,,,,
1675,1,21,35,0,01:41:16
1676,1,21,50,0,-1
1677,1,10,45,1,00:46:30
1678,,,,,
1679,1,5,40,0,00:37:56
1680,1,42,45,1,-1
1681,1,42,35,1,-1
1682,1,42,18,0,05:36:27
1683,,,,,
1684,1,42,55,1,05:26:35
1685,,,,,
1686,,,,,
1687,1,42,35,1,02:53:09
1688,1,42,55,1,06:22:23
1689,1,21,35,0,01:53:04
1690,,,,,
1691,,,,,
1692,1,42,40,0,07:03:07
1693,,,,,
1694,,,,,
1695,,,,,
1696,1,21,40,1,01:57:00
1697,1,42,35,0,04:04:33
1698,1,5,35,0,00:47:59
1699,,,,,
1700,1,42,18,1,03:24:22
1701,,,,,
1702,1,21,40,1,02:19:16
1703,,,,,
1704,1,42,45,0,05:50:26
1705,1,42,30,1,-1
1706,,,,,
1707,,,,,
1708,1,5,30,0,00:37:57
1709,,,,,
1710,,,,,
1711,,,,,
1712,1,5,40,1,00:37:50
1713,,,,,
1714,,,,,
1715,,,,,
1716,,,,,
1717,1,42,35,0,04:21:04
1718,,,,,
1719,1,42,25,1,02:41:17
1720,,,,,
1721,,,,,
1722,,,,,
1723,1,42,30,1,06:22:36
1724,,,,,
1725,,,,,
1726,,,,,
1727,,,,,
1728,,,,,
1729,1,42,25,1,03:39:22
1730,,,,,
1731,,,,,
1732,,,,,
1733,,,,,
1734,,,,,
1735,,,,,
1736,,,,,
1737,,,,,
1738,,,,,
1739,,,,,
1740,,,,,
1741,,,,,
1742,,,,,
1743,,,,,
1744,1,42,30,1,03:39:56
1745,,,,,
1746,1,21,40,1,02:09:14
1747,1,42,50,1,04:21:23
1748,,,,,
1749,1,21,45,0,02:56:34
1750,,,,,
1751,1,42,35,1,03:51:48
1752,1,42,35,1,03:53:40
1753,,,,,
1754,,,,,
1755,1,42,45,0,04:07:57
1756,1,42,30,0,06:15:05
1757,,,,,
1758,1,21,18,0,02:23:21
1759,1,42,40,1,04:09:06
1760,1,42,55,0,04:17:04
1761,,,,,
1762,1,42,50,1,05:19:00
1763,,,,,
1764,1,21,45,1,01:27:03
1765,1,42,30,0,06:05:30
1766,,,,,
1767,,,,,
1768,,,,,
1769,,,,,
1770,1,42,25,1,03:09:28
1771,1,42,18,1,04:03:17
1772,1,42,45,1,03:52:50
1773,,,,,
1774,1,5,25,1,00:18:44
1775,1,42,45,1,03:46:33
1776,,,,,
1777,1,10,40,1,01:07:35
1778,,,,,
1779,1,42,45,1,03:28:36
1780,,,,,
1781,,,,,
1782,,,,,
1783,,,,,
1784,,,,,
1785,,,,,
1786,1,21,45,1,04:11:40
1787,,,,,
1788,,,,,
1789,,,,,
1790,,,,,
1791,,,,,
1792,,,,,
1793,1,21,50,1,02:06:50
1794,1,42,50,1,05:04:21
1795,1,42,18,0,04:23:19
1796,1,42,25,1,05:09:02
1797,,,,,
1798,1,42,40,1,05:15:10
1799,,,,,
1800,,,,,
1801,,,,,
1802,,,,,
1803,1,42,25,1,03:52:21
1804,1,42,40,0,04:06:54
1805,1,42,50,1,06:51:28
1806,1,42,50,1,03:16:05
1807,1,5,50,1,00:27:09
1808,1,42,35,0,04:05:25
1809,1,42,45,0,04:09:37
1810,1,42,40,1,04:26:08
1811,,,,,
1812,,,,,
1813,1,42,45,1,04:18:23
1814,1,42,35,0,05:27:06
1815,1,42,40,1,03:43:13
1816,1,42,18,1,-1
1817,1,42,45,1,03:59:13
1818,1,42,40,0,04:22:35
1819,,,,,
1820,1,42,35,1,03:52:02
1821,,,,,
1822,1,21,40,0,02:14:45
1823,1,21,25,0,03:01:55
1824,,,,,
1825,,,,,
1826,1,42,35,0,06:15:55
1827,1,42,65,1,05:34:37
1828,1,21,40,1,02:03:20
1829,,,,,
1830,,,,,
1831,,,,,
1832,,,,,
1833,,,,,
1834,,,,,
1835,1,42,65,1,06:25:33
1836,,,,,
1837,,,,,
1838,,,,,
1839,1,42,35,0,03:48:56
1840,1,42,60,1,04:46:28
1841,1,42,35,1,03:32:26
1842,1,21,45,1,02:21:11
1843,1,42,55,1,04:02:17
1844,,,,,
1845,,,,,
1846,,,,,
1847,,,,,
1848,1,21,50,0,03:30:07
1849,1,42,35,1,03:09:10
1850,,,,,
1851,1,21,25,1,02:23:40
1852,,,,,
1853,1,42,40,0,-1
1854,,,,,
1855,,,,,
1856,,,,,
1857,1,21,40,1,01:34:50
1858,,,,,
1859,,,,,
1860,1,42,40,1,03:53:01
1861,,,,,
1862,,,,,
1863,,,,,
1864,1,5,40,0,00:51:31
1865,1,42,25,0,05:04:40
1866,1,42,45,1,05:45:38
1867,1,21,35,1,01:52:13
1868,,,,,
1869,,,,,
1870,,,,,
1871,,,,,
1872,,,,,
1873,1,42,40,1,03:36:28
1874,1,42,25,0,04:00:01
1875,,,,,
1876,1,42,60,1,06:19:43
1877,1,42,45,1,05:38:20
1878,,,,,
1879,,,,,
1880,,,,,
1881,,,,,
1882,,,,,
1883,,,,,
1884,,,,,
1885,,,,,
1886,,,,,
1887,,,,,
1888,1,42,45,1,04:22:09
1889,,,,,
1890,,,,,
1891,,,,,
1892,,,,,
1893,1,21,30,0,02:32:25
1894,,,,,
1895,,,,,
1896,,,,,
1897,1,21,45,0,03:10:52
1898,,,,,
1899,,,,,
1900,,,,,
1901,,,,,
1902,,,,,
1903,1,42,35,0,03:44:05
1904,,,,,
1905,1,42,30,1,05:37:17
1906,,,,,
1907,,,,,
1908,,,,,
1909,1,42,55,1,04:08:24
1910,1,42,30,0,03:45:45
1911,,,,,
1912,1,21,25,1,01:37:05
1913,,,,,
1914,1,42,30,0,05:49:48
1915,,,,,
1916,,,,,
1917,1,42,45,1,05:08:14
1918,,,,,
1919,1,42,60,1,05:16:35
1920,,,,,
1921,1,5,45,1,00:34:23
1922,,,,,
1923,1,21,45,1,02:58:13
1924,,,,,
1925,,,,,
1926,,,,,
1927,,,,,
1928,,,,,
1929,,,,,
1930,,,,,
1931,,,,,
1932,,,,,
1933,1,42,50,1,05:45:05
1934,,,,,
1935,,,,,
1936,,,,,
1937,1,42,35,1,04:55:48
1938,,,,,
1939,,,,,
1940,1,42,40,1,04:29:39
1941,,,,,
1942,1,42,45,1,03:38:15
1943,1,42,30,1,03:59:02
1944,1,21,25,0,01:34:15
1945,1,21,45,1,03:26:53
1946,1,42,15,1,03:56:16
1947,,,,,
1948,,,,,
1949,,,,,
1950,,,,,
1951,,,,,
1952,,,,,
1953,,,,,
1954,,,,,
1955,,,,,
1956,,,,,
1957,1,42,30,1,04:45:19
1958,,,,,
1959,,,,,
1960,1,42,18,1,04:36:09
1961,1,42,18,1,04:51:54
1962,1,21,25,1,02:16:18
1963,,,,,
1964,,,,,
1965,,,,,
1966,1,42,40,1,05:32:54
1967,1,21,30,1,01:44:11
1968,,,,,
1969,1,42,25,1,04:09:44
1970,,,,,
1971,1,42,25,0,04:49:48
1972,,,,,
1973,,,,,
1974,,,,,
1975,1,42,35,1,05:42:18
1976,1,42,35,1,04:59:10
1977,,,,,
1978,1,21,35,1,02:50:33
1979,1,42,45,1,05:39:17
1980,,,,,
1981,1,42,45,0,03:30:28
1982,,,,,
1983,1,42,18,0,03:35:59
1984,1,21,45,1,02:08:50
1985,,,,,
1986,1,21,35,1,01:45:21
1987,1,42,50,1,05:12:45
1988,1,42,35,1,03:17:33
1989,1,42,45,0,04:25:38
1990,1,5,45,1,00:37:32
1991,1,42,30,1,05:45:57
1992,,,,,
1993,,,,,
1994,,,,,
1995,1,42,50,1,03:57:12
1996,,,,,
1997,,,,,
1998,,,,,
1999,1,1,4,1,00:08:00
2000,1,42,45,1,04:39:54
2001,,,,,
2002,,,,,
2003,1,21,30,1,03:43:07
2004,1,42,35,0,05:15:53
2005,1,42,35,1,03:35:02
2006,1,21,18,0,04:08:29
2007,1,42,30,0,06:52:28
2008,,,,,
2009,,,,,
2010,,,,,
2011,,,,,
2012,,,,,
2013,1,42,45,0,05:27:11
2014,1,42,30,1,03:38:55
2015,1,42,65,1,05:00:34
2016,,,,,
2017,1,42,25,0,05:27:01
2018,1,42,40,1,04:25:46
2019,,,,,
2020,1,21,35,0,02:00:15
2021,1,42,30,1,05:50:15
2022,,,,,
2023,,,,,
2024,1,42,40,1,02:57:09
2025,1,42,30,1,05:31:41
2026,,,,,
2027,,,,,
2028,,,,,
2029,1,42,25,1,03:58:25
2030,,,,,
2031,,,,,
2032,,,,,
2033,1,42,40,1,04:59:06
2034,,,,,
2035,,,,,
2036,,,,,
2037,,,,,
2038,,,,,
2039,,,,,
2040,1,42,25,0,03:41:49
2041,,,,,
2042,,,,,
2043,1,21,50,1,02:38:54
2044,1,42,25,0,05:15:28
2045,1,21,50,1,02:13:09
2046,,,,,
2047,,,,,
2048,1,21,45,0,03:11:53
2049,,,,,
2050,1,21,30,1,01:45:16
2051,1,42,50,0,06:53:42
2052,,,,,
2053,1,21,18,1,03:07:57
2054,,,,,
2055,,,,,
2056,1,42,25,1,03:50:57
2057,1,42,45,1,04:07:59
2058,1,21,25,0,02:04:29
2059,,,,,
2060,,,,,
2061,,,,,
2062,,,,,
2063,,,,,
2064,,,,,
2065,1,42,65,1,05:28:07
2066,,,,,
2067,,,,,
2068,,,,,
2069,,,,,
2070,,,,,
2071,,,,,
2072,,,,,
2073,1,42,45,0,05:59:24
2074,1,42,40,0,05:21:45
2075,1,42,30,1,03:57:42
2076,1,42,40,1,04:10:44
2077,1,5,45,0,00:35:25
2078,,,,,
2079,1,42,50,1,03:33:37
2080,1,21,30,1,02:19:34
2081,,,,,
2082,1,21,50,1,01:43:53
2083,,,,,
2084,1,42,25,1,04:50:48
2085,1,42,50,0,04:29:35
2086,,,,,
2087,1,42,30,1,05:45:52
2088,,,,,
2089,,,,,
2090,,,,,
2091,,,,,
2092,,,,,
2093,1,42,45,1,04:19:53
2094,1,21,45,1,02:29:45
2095,1,42,45,0,04:23:01
2096,,,,,
2097,,,,,
2098,1,42,55,1,05:22:27
2099,1,42,30,1,05:52:23
2100,,,,,
2101,1,42,18,1,05:44:37
2102,,,,,
2103,1,21,25,1,01:58:06
2104,1,21,50,1,01:32:24
2105,,,,,
2106,1,42,40,0,04:13:30
2107,,,,,
2108,1,42,40,1,03:36:08
2109,1,42,40,1,04:13:50
2110,1,42,35,1,05:00:47
2111,,,,,
2112,1,42,45,0,04:54:32
2113,1,42,40,1,04:13:52
2114,1,42,45,1,05:29:36
2115,1,21,50,1,02:50:02
2116,1,42,40,1,04:21:54
2117,,,,,
2118,1,21,25,1,02:39:52
2119,1,42,35,0,04:29:09
2120,1,42,25,1,04:58:43
2121,1,42,25,0,04:06:30
2122,,,,,
2123,1,42,40,1,03:16:53
2124,,,,,
2125,,,,,
2126,1,5,25,0,00:27:39
2127,1,21,18,1,02:07:50
2128,,,,,
2129,,,,,
2130,1,42,35,1,04:13:00
2131,,,,,
2132,,,,,
2133,1,42,35,1,05:38:13
2134,,,,,
2135,,,,,
2136,,,,,
2137,,,,,
2138,1,42,40,0,04:36:05
2139,1,42,40,1,04:27:29
2140,,,,,
2141,,,,,
2142,,,,,
2143,,,,,
2144,1,42,50,1,03:29:08
2145,1,42,40,1,03:25:55
2146,,,,,
2147,,,,,
2148,,,,,
2149,1,42,50,0,05:45:40
2150,,,,,
2151,1,21,25,0,02:19:43
2152,,,,,
2153,1,42,50,0,05:35:56
2154,,,,,
2155,,,,,
2156,1,42,50,1,03:44:44
2157,1,21,30,0,02:18:58
2158,,,,,
2159,1,42,45,0,05:41:13
2160,1,42,25,1,03:43:30
2161,,,,,
2162,1,42,50,0,03:57:11
2163,1,21,35,1,03:14:53
2164,1,42,55,1,04:09:02
2165,1,42,35,0,05:24:53
2166,,,,,
2167,,,,,
2168,1,42,18,1,05:11:51
2169,,,,,
2170,1,42,45,1,03:06:55
2171,1,42,45,1,04:08:27
2172,,,,,
2173,,,,,
2174,,,,,
2175,,,,,
2176,,,,,
2177,1,42,30,0,05:50:54
2178,,,,,
2179,,,,,
2180,1,42,45,1,05:20:50
2181,,,,,
2182,,,,,
2183,1,5,30,1,00:41:07
2184,1,42,25,0,-1
2185,1,42,18,1,05:52:39
2186,,,,,
2187,,,,,
2188,,,,,
2189,1,42,40,1,04:58:02
2190,,,,,
2191,1,42,18,1,03:53:08
2192,1,42,40,0,03:59:28
2193,1,21,30,1,03:16:22
2194,1,21,30,1,03:33:33
2195,1,42,45,1,03:17:21
2196,1,42,25,1,03:37:48
2197,,,,,
2198,,,,,
2199,,,,,
2200,1,42,30,0,05:46:50
2201,,,,,
2202,,,,,
2203,1,42,30,0,04:25:56
2204,1,42,35,1,03:59:05
2205,,,,,
2206,,,,,
2207,1,42,30,1,04:46:58
2208,,,,,
2209,,,,,
2210,1,21,45,1,01:38:19
2211,,,,,
2212,1,42,18,0,06:05:38
2213,,,,,
2214,,,,,
2215,,,,,
2216,,,,,
2217,1,42,60,1,04:18:39
2218,,,,,
2219,,,,,
2220,,,,,
2221,1,21,50,1,01:49:00
2222,,,,,
2223,,,,,
2224,1,21,25,1,03:47:03
2225,,,,,
2226,,,,,
2227,,,,,
2228,1,21,30,1,02:38:23
2229,,,,,
2230,,,,,
2231,,,,,
2232,1,5,25,0,00:32:19
2233,1,42,30,0,04:11:43
2234,,,,,
2235,1,42,30,1,03:44:20
2236,1,42,50,1,03:45:52
2237,,,,,
2238,1,5,35,0,00:42:24
2239,1,42,25,1,03:50:09
2240,,,,,
2241,,,,,
2242,,,,,
2243,,,,,
2244,,,,,
2245,1,21,45,0,02:51:37
2246,,,,,
2247,,,,,
2248,1,42,25,0,04:36:29
2249,,,,,
2250,1,42,40,0,05:02:15
2251,,,,,
2252,,,,,
2253,1,42,40,1,03:35:23
2254,,,,,
2255,1,42,40,1,04:21:22
2256,,,,,
2257,,,,,
2258,1,10,40,1,01:08:16
2259,1,42,30,0,03:47:36
2260,,,,,
2261,1,42,30,0,05:16:29
2262,,,,,
2263,,,,,
2264,1,42,30,1,04:05:00
2265,,,,,
2266,,,,,
2267,1,42,55,0,07:29:13
2268,,,,,
2269,1,42,50,1,02:59:22
2270,1,42,18,1,05:33:45
2271,1,42,30,1,04:19:41
2272,1,42,35,1,05:25:17
2273,,,,,
2274,,,,,
2275,1,21,45,1,01:51:38
2276,,,,,
2277,,,,,
2278,1,42,45,1,05:27:10
2279,,,,,
2280,,,,,
2281,,,,,
2282,1,42,35,1,03:14:46
2283,,,,,
2284,,,,,
2285,,,,,
2286,1,42,35,1,03:43:00
2287,1,42,30,1,06:27:37
2288,,,,,
2289,1,42,35,0,05:13:58
2290,1,42,18,1,05:31:35
2291,,,,,
2292,,,,,
2293,,,,,
2294,,,,,
2295,,,,,
2296,,,,,
2297,,,,,
2298,,,,,
2299,1,42,55,0,06:14:56
2300,1,42,45,1,03:33:22
2301,,,,,
2302,,,,,
2303,1,42,30,1,04:12:49
2304,1,21,40,1,01:31:05
2305,1,42,25,0,04:53:27
2306,1,21,50,0,03:16:50
2307,,,,,
2308,1,42,60,1,04:16:39
2309,1,42,40,1,06:13:39
2310,1,42,40,0,05:20:30
2311,,,,,
2312,,,,,
2313,1,21,40,0,02:37:08
2314,1,42,40,1,05:49:16
2315,,,,,
2316,,,,,
2317,,,,,
2318,,,,,
2319,,,,,
2320,1,42,40,1,05:08:43
2321,,,,,
2322,,,,,
2323,1,42,40,0,04:47:58
2324,1,21,40,1,02:50:32
2325,,,,,
2326,,,,,
2327,1,42,60,1,05:38:34
2328,,,,,
2329,,,,,
2330,,,,,
2331,,,,,
2332,1,21,40,1,01:47:37
2333,1,42,35,0,04:49:08
2334,,,,,
2335,1,42,30,1,03:22:56
2336,,,,,
2337,,,,,
2338,,,,,
2339,1,21,35,0,02:31:44
2340,,,,,
2341,1,21,25,1,02:19:15
2342,1,10,35,0,01:43:06
2343,1,42,40,1,04:06:11
2344,,,,,
2345,,,,,
2346,1,42,40,1,03:30:16
2347,1,42,35,1,03:11:10
2348,,,,,
2349,,,,,
2350,1,21,25,1,02:52:03
2351,,,,,
2352,1,42,55,1,04:02:28
2353,,,,,
2354,1,42,60,1,03:11:24
2355,1,42,50,1,03:46:15
2356,,,,,
2357,,,,,
2358,,,,,
2359,1,42,45,1,03:55:06
2360,,,,,
2361,,,,,
2362,1,21,50,1,02:15:32
2363,,,,,
2364,,,,,
2365,,,,,
2366,,,,,
2367,1,21,40,0,01:40:48
2368,1,21,50,1,03:24:02
2369,,,,,
2370,,,,,
2371,1,21,45,1,02:04:52
