PARTICIPANT ID,PRESENT2015,PRESENT2014,PRESENT2013,PRESENT2012,NUMOASIS
1146,0,1,0,0,1
1147,0,0,1,0,1
1148,1,1,0,0,2
1149,1,0,0,0,0
1150,1,0,0,0,0
1151,1,0,0,0,0
1152,0,0,1,0,2
1153,1,0,0,0,0
1154,0,1,0,0,1
1155,0,1,0,0,3
1156,1,0,0,0,0
1157,0,0,0,1,1
1158,1,0,0,0,0
1159,0,0,0,1,2
1160,0,1,0,0,1
1161,0,1,0,0,4
1162,0,1,0,0,1
1163,1,0,0,0,0
1164,1,0,0,0,0
1165,1,0,0,0,0
1166,1,0,0,0,0
1167,0,0,1,0,1
1168,0,1,0,0,1
1169,1,1,1,0,3
1170,0,1,0,0,1
1171,1,0,0,0,0
1172,1,0,0,0,0
1173,1,0,0,0,0
1174,1,0,0,0,0
1175,1,0,0,0,0
1176,1,0,0,0,0
1177,1,0,0,0,0
1178,1,0,0,0,0
1179,0,0,0,1,1
1180,1,0,0,0,0
1181,0,0,1,0,1
1182,0,1,0,0,1
1183,0,1,0,0,1
1184,0,0,1,0,1
1185,1,0,0,0,0
1186,0,1,0,0,1
1187,0,1,0,0,1
1188,0,1,0,0,1
1189,1,0,0,0,1
1190,0,0,0,1,1
1191,1,0,0,0,0
1192,1,0,0,0,0
1193,0,0,1,0,1
1194,0,1,0,0,1
1195,1,0,0,0,0
1196,0,1,0,0,1
1197,1,0,0,0,0
1198,1,0,0,0,0
1199,0,1,0,0,1
1200,1,0,0,0,0
1201,0,0,1,0,1
1202,1,0,0,0,0
1203,0,1,0,0,1
1204,1,0,0,0,0
1205,0,0,1,0,1
1206,1,0,0,0,0
1207,1,0,0,0,0
1208,0,0,1,0,2
1209,1,0,0,0,0
1210,0,1,0,0,1
1211,1,0,0,0,0
1212,0,1,0,0,1
1213,0,0,1,0,2
1214,1,0,0,0,0
1215,0,0,1,0,1
1216,1,0,0,0,0
1217,0,1,0,0,1
1218,0,1,0,0,1
1219,0,0,0,1,1
1220,1,0,0,0,0
1221,0,1,1,0,3
1222,1,0,0,0,3
1223,0,1,0,0,1
1224,0,0,1,1,2
1225,0,0,1,0,1
1226,0,1,0,0,2
1227,0,0,1,0,1
1228,0,0,0,1,1
1229,1,0,0,0,0
1230,1,0,0,0,0
1231,0,0,1,0,1
1232,1,0,0,0,0
1233,0,1,0,0,1
1234,1,0,0,0,0
1235,1,0,0,0,1
1236,0,0,0,1,1
1237,1,0,0,0,0
1238,0,0,0,0,1
1239,1,1,1,0,3
1240,0,0,1,0,1
1241,0,0,0,1,1
1242,1,0,0,0,0
1243,0,0,0,1,1
1244,0,1,0,0,1
1245,1,0,0,0,0
1246,1,0,0,0,2
1247,0,1,0,0,1
1248,1,0,1,0,2
1249,1,0,0,0,0
1250,1,0,0,0,0
1251,1,0,0,0,0
1252,1,0,0,0,0
1253,0,0,1,0,2
1254,1,0,0,0,0
1255,0,0,0,0,1
1256,1,0,0,0,0
1257,0,1,0,0,1
1258,0,1,0,0,1
1259,1,0,1,1,2
1260,0,0,1,0,1
1261,0,1,0,0,1
1262,0,1,0,0,1
1263,1,0,0,0,0
1264,1,0,0,0,0
1265,0,1,0,0,1
1266,1,0,0,0,0
1267,1,0,0,0,0
1268,1,0,0,0,0
1269,1,0,0,0,0
1270,0,1,0,0,1
1271,0,0,1,0,1
1272,1,0,0,0,0
1273,0,1,0,0,1
1274,1,1,0,0,1
1275,1,0,0,1,1
1276,1,0,0,0,0
1277,0,0,0,1,2
1278,1,0,0,0,0
1279,1,0,0,0,0
1280,0,1,0,0,1
1281,0,0,1,0,1
1282,1,0,0,0,0
1283,1,0,0,0,0
1284,1,0,0,0,1
1285,0,0,1,0,1
1286,0,0,0,1,1
1287,1,0,0,0,0
1288,0,1,0,0,1
1289,0,0,1,0,1
1290,1,0,0,0,1
1291,0,1,0,0,1
1292,0,1,0,0,2
1293,1,0,0,0,0
1294,1,0,0,0,0
1295,1,0,1,0,1
1296,0,1,0,0,1
1297,1,0,0,0,0
1298,0,0,1,0,1
1299,1,0,0,0,0
1300,0,0,1,0,1
1301,1,0,0,0,2
1302,0,0,0,1,1
1303,1,0,0,0,0
1304,1,0,0,0,2
1305,0,0,1,0,1
1306,0,1,0,0,1
1307,0,0,1,0,1
1308,1,0,0,0,0
1309,1,1,0,0,1
1310,0,0,1,0,1
1311,1,0,0,0,0
1312,1,0,0,0,0
1313,0,0,0,1,2
1314,0,0,0,1,2
1315,1,0,0,0,0
1316,1,0,0,0,0
1317,0,0,0,1,1
1318,0,1,1,0,3
1319,0,1,1,0,2
1320,1,0,0,0,0
1321,0,0,1,0,2
1322,0,1,0,0,1
1323,0,0,0,1,1
1324,0,0,1,0,1
1325,1,0,0,0,0
1326,0,0,1,0,2
1327,1,0,0,0,0
1328,1,0,0,0,0
1329,0,1,0,0,1
1330,0,0,1,0,1
1331,1,0,0,0,0
1332,0,0,1,0,1
1333,1,0,0,0,0
1334,0,1,0,0,1
1335,1,0,0,0,0
1336,1,0,0,0,0
1337,1,0,0,0,0
1338,1,0,0,0,0
1339,1,0,0,0,0
1340,1,0,0,0,0
1341,0,0,1,0,1
1342,0,0,1,0,1
1343,0,0,1,0,1
1344,1,0,0,0,0
1345,1,0,0,0,0
1346,0,0,0,1,1
1347,0,0,1,0,1
1348,0,1,0,0,1
1349,0,1,0,0,1
1350,1,0,0,0,1
1351,1,0,1,0,3
1352,1,0,0,0,1
1353,0,1,0,0,2
1354,1,0,0,1,1
1355,1,0,0,0,0
1356,1,0,0,0,0
1357,1,0,0,0,0
1358,1,0,0,0,0
1359,0,0,1,0,1
1360,0,0,1,1,2
1361,0,0,0,1,1
1362,0,1,0,0,1
1363,1,0,0,0,0
1364,0,0,0,1,1
1365,0,1,1,0,3
1366,1,0,0,0,0
1367,1,0,0,0,0
1368,0,0,1,0,2
1369,0,1,0,0,1
1370,0,1,0,0,1
1371,0,0,1,0,1
1372,0,0,0,1,1
1373,1,0,0,0,0
1374,1,0,1,1,2
1375,1,1,0,0,3
1376,0,0,1,0,1
1377,0,1,0,0,1
1378,1,0,0,0,0
1379,0,1,0,0,1
1380,0,0,1,0,1
1381,1,0,0,0,0
1382,1,0,0,0,0
1383,1,0,0,0,0
1384,1,0,0,0,0
1385,0,0,1,1,2
1386,0,0,0,1,1
1387,1,0,0,0,0
1388,0,1,1,1,3
1389,1,0,0,0,0
1390,0,0,1,0,1
1391,0,0,1,0,1
1392,0,1,0,0,1
1393,0,1,0,0,1
1394,0,0,0,1,1
1395,1,0,0,0,0
1396,0,1,0,0,1
1397,1,0,0,0,0
1398,0,1,0,0,1
1399,1,0,0,0,0
1400,1,0,0,0,0
1401,0,1,0,0,1
1402,1,0,0,0,0
1403,0,1,1,1,3
1404,0,0,0,1,1
1405,0,1,0,0,1
1406,1,0,0,0,0
1407,1,0,0,0,0
1408,1,0,0,0,0
1409,1,0,0,0,0
1410,1,0,0,0,0
1411,1,0,0,0,0
1412,1,0,0,0,0
1413,1,1,0,0,1
1414,0,0,0,1,1
1415,1,0,0,0,0
1416,1,0,0,0,0
1417,0,1,0,0,1
1418,1,1,0,0,1
1419,0,0,1,0,2
1420,1,0,0,0,0
1421,0,0,0,0,1
1422,1,0,0,0,0
1423,0,0,0,0,1
1424,1,0,0,0,0
1425,1,0,0,0,0
1426,0,0,1,0,3
1427,0,0,1,0,1
1428,1,0,0,0,0
1429,0,0,1,0,1
1430,1,0,0,0,0
1431,1,0,0,0,0
1432,1,0,0,0,0
1433,0,0,1,0,1
1434,0,0,1,1,2
1435,1,0,0,0,0
1436,0,1,0,0,1
1437,0,0,1,0,1
1438,0,1,0,1,3
1439,0,0,0,1,1
1440,0,1,0,0,1
1441,1,0,0,0,0
1442,0,0,0,1,1
1443,0,0,1,0,1
1444,1,0,0,0,0
1445,1,1,0,1,3
1446,0,0,1,0,2
1447,1,0,0,0,0
1448,1,0,0,0,0
1449,0,0,1,0,1
1450,1,0,0,0,0
1451,0,1,0,0,1
1452,1,0,0,0,0
1453,1,0,0,0,0
1454,1,0,0,0,0
1455,1,0,0,0,0
1456,0,0,0,1,1
1457,0,0,1,0,1
1458,1,0,0,0,0
1459,1,0,0,0,0
1460,1,0,0,0,0
1461,1,0,0,0,0
1462,0,0,0,1,1
1463,1,0,0,0,0
1464,0,0,1,1,2
1465,0,0,1,0,1
1466,1,0,0,0,0
1467,0,0,1,0,1
1468,1,0,0,0,0
1469,0,0,1,0,1
1470,0,0,0,1,1
1471,0,0,0,1,1
1472,0,0,1,0,2
1473,0,0,1,0,1
1474,0,0,0,1,1
1475,0,1,0,0,1
1476,0,0,1,0,1
1477,1,0,0,0,0
1478,1,0,1,0,1
1479,1,0,0,0,0
1480,0,1,0,0,1
1481,0,1,0,0,1
1482,0,0,1,0,1
1483,1,0,0,0,0
1484,1,0,0,0,0
1485,1,0,1,0,1
1486,1,0,0,0,0
1487,1,0,0,0,0
1488,0,1,0,0,1
1489,0,0,0,1,1
1490,1,0,0,0,0
1491,0,0,0,1,1
1492,0,0,1,0,3
1493,0,1,0,0,1
1494,1,0,0,0,0
1495,0,0,1,0,1
1496,0,0,1,0,1
1497,0,0,0,1,3
1498,1,0,0,0,0
1499,1,0,0,0,0
1500,0,0,0,1,2
1501,1,0,1,0,2
1502,1,0,0,0,0
1503,0,1,0,0,1
1504,1,0,0,0,0
1505,1,0,0,0,0
1506,1,0,0,0,0
1507,1,0,0,0,0
1508,0,0,1,0,1
1509,0,1,0,0,3
1510,1,0,0,0,0
1511,1,0,0,0,0
1512,1,0,1,0,3
1513,1,0,0,0,0
1514,1,0,0,0,0
1515,0,0,0,1,1
1516,1,0,0,0,0
1517,1,0,0,0,0
1518,1,0,0,0,2
1519,0,1,0,0,1
1520,1,1,0,0,2
1521,1,0,0,0,0
1522,1,0,0,1,1
1523,1,0,0,0,0
1524,0,1,0,0,2
1525,1,0,0,0,0
1526,0,1,0,0,3
1527,0,0,0,1,1
1528,0,0,0,1,1
1529,0,0,1,1,3
1530,1,0,0,0,0
1531,0,0,0,1,1
1532,1,0,0,0,0
1533,0,0,1,0,1
1534,0,0,0,0,1
1535,0,1,1,1,3
1536,1,0,0,0,0
1537,1,0,0,0,0
1538,1,0,0,0,0
1539,0,0,1,1,2
1540,1,0,0,0,0
1541,1,0,0,0,0
1542,0,1,0,0,1
1543,0,0,1,0,1
1544,1,0,0,0,2
1545,1,0,0,0,0
1546,0,0,1,1,3
1547,0,0,1,0,1
1548,1,0,0,0,0
1549,1,0,0,0,0
1550,0,0,0,1,1
1551,1,0,0,0,0
1552,0,1,0,0,1
1553,1,0,0,0,0
1554,0,0,0,1,1
1555,0,0,1,0,1
1556,0,0,1,0,1
1557,0,1,0,0,1
1558,0,0,1,0,1
1559,1,0,0,0,0
1560,0,0,0,1,1
1561,1,0,0,0,0
1562,0,0,1,0,2
1563,0,0,0,1,1
1564,0,0,1,1,2
1565,0,0,1,0,1
1566,0,0,0,1,1
1567,1,0,0,0,0
1568,1,1,0,0,2
1569,0,1,0,0,1
1570,1,0,0,0,0
1571,1,0,0,0,0
1572,0,1,0,0,2
1573,1,0,0,0,0
1574,0,1,0,0,1
1575,0,1,0,0,1
1576,1,0,0,0,0
1577,0,0,1,1,2
1578,0,0,0,1,1
1579,1,0,0,0,0
1580,1,0,0,0,2
1581,1,0,0,1,3
1582,0,0,1,0,2
1583,1,0,0,0,0
1584,0,1,0,0,2
1585,0,1,0,0,1
1586,0,0,1,0,1
1587,0,0,1,0,1
1588,1,0,0,0,0
1589,1,0,0,0,0
1590,1,0,0,0,0
1591,0,0,0,1,3
1592,1,0,0,0,1
1593,1,0,0,0,0
1594,0,0,1,0,2
1595,0,0,0,0,1
1596,1,1,1,0,2
1597,0,1,0,0,1
1598,1,1,1,1,3
1599,0,1,0,0,1
1600,0,1,0,0,1
1601,0,1,0,0,1
1602,0,0,0,1,2
1603,0,1,0,0,1
1604,0,1,0,0,1
1605,1,0,0,0,0
1606,0,1,0,0,1
1607,0,0,1,1,2
1608,1,0,0,0,0
1609,1,0,0,0,0
1610,0,0,1,0,2
1611,1,0,0,0,0
1612,1,0,1,0,2
1613,1,0,0,0,0
1614,1,0,0,0,0
1615,0,0,1,0,3
1616,0,0,1,0,1
1617,0,1,0,0,1
1618,0,0,0,1,1
1619,1,0,0,0,0
1620,0,0,1,0,2
1621,0,0,0,1,1
1622,1,0,0,0,0
1623,0,0,0,1,1
1624,1,0,0,0,0
1625,1,0,0,0,0
1626,1,0,0,0,0
1627,1,0,0,0,0
1628,0,1,0,0,1
1629,1,0,0,0,0
1630,0,1,0,0,1
1631,0,1,0,0,1
1632,1,0,0,0,0
1633,1,0,0,0,0
1634,1,0,0,0,1
1635,1,0,0,0,0
1636,0,0,0,0,1
1637,1,0,0,0,0
1638,1,0,0,0,0
1639,0,1,0,0,1
1640,0,1,0,0,1
1641,0,1,0,0,2
1642,0,1,1,0,3
1643,1,0,0,0,0
1644,1,0,0,0,0
1645,1,0,0,0,0
1646,1,0,0,0,0
1647,1,0,0,0,0
1648,1,0,0,0,0
1649,1,0,1,0,1
1650,0,0,1,0,1
1651,1,0,0,0,0
1652,1,0,0,0,0
1653,0,0,0,1,1
1654,0,1,0,0,1
1655,0,1,0,0,1
1656,1,0,0,0,0
1657,1,0,0,0,0
1658,0,0,0,1,1
1659,1,0,0,0,0
1660,1,0,0,0,0
1661,0,0,0,1,1
1662,0,1,0,0,1
1663,0,0,1,0,1
1664,1,0,0,0,0
1665,1,0,0,0,0
1666,1,0,0,0,0
1667,0,0,1,0,1
1668,1,0,0,0,0
1669,0,0,1,1,2
1670,1,1,0,0,1
1671,1,0,0,0,0
1672,0,1,0,0,1
1673,0,0,1,0,2
1674,0,1,0,1,2
1675,1,0,0,0,0
1676,1,0,0,0,0
1677,1,0,0,0,0
1678,0,0,1,1,2
1679,1,0,0,0,0
1680,1,0,0,1,3
1681,1,0,0,0,0
1682,1,0,0,0,0
1683,0,0,0,1,1
1684,1,0,0,0,0
1685,0,0,1,1,2
1686,0,1,0,0,1
1687,1,0,0,0,0
1688,1,0,0,0,0
1689,1,0,1,0,2
1690,0,0,1,0,2
1691,0,0,1,0,1
1692,1,0,0,0,0
1693,0,0,1,0,3
1694,0,0,0,1,1
1695,0,1,0,0,1
1696,1,0,0,0,0
1697,1,0,0,0,0
1698,1,0,0,0,0
1699,0,0,0,1,2
1700,1,0,0,0,0
1701,0,0,0,1,1
1702,1,0,0,0,0
1703,0,0,1,0,1
1704,1,0,0,0,0
1705,1,0,0,0,0
1706,0,0,0,1,1
1707,0,0,1,0,1
1708,1,0,0,0,1
1709,0,1,0,0,1
1710,0,1,0,0,1
1711,0,0,0,1,2
1712,1,0,0,0,0
1713,0,0,1,1,2
1714,0,0,0,1,1
1715,0,0,0,1,1
1716,0,0,1,0,1
1717,1,0,0,0,0
1718,0,1,0,0,1
1719,1,0,0,0,0
1720,0,0,1,0,1
1721,0,1,0,0,1
1722,0,1,0,0,1
1723,1,0,0,0,0
1724,0,1,0,0,1
1725,0,0,1,0,1
1726,0,0,1,0,1
1727,0,1,0,0,1
1728,0,0,0,1,1
1729,1,0,0,0,0
1730,0,1,0,0,1
1731,0,0,1,0,1
1732,0,0,1,0,1
1733,0,0,0,0,2
1734,0,0,1,0,1
1735,0,1,0,0,2
1736,0,0,1,0,2
1737,0,1,0,1,3
1738,0,0,0,1,1
1739,0,0,0,1,2
1740,0,1,0,0,1
1741,0,0,1,0,1
1742,0,1,0,0,5
1743,0,1,0,0,1
1744,1,0,0,0,0
1745,0,1,0,0,1
1746,1,0,0,0,0
1747,1,0,0,0,0
1748,0,0,1,0,1
1749,1,0,0,0,0
1750,0,0,0,1,1
1751,1,0,0,0,0
1752,1,0,0,0,0
1753,0,0,0,1,1
1754,0,0,0,1,1
1755,1,0,0,0,0
1756,1,0,0,0,0
1757,0,1,0,0,1
1758,1,0,0,0,0
1759,1,0,0,0,0
1760,1,0,0,0,0
1761,0,0,0,1,1
1762,1,0,0,0,0
1763,0,0,0,0,2
1764,1,0,0,0,0
1765,1,0,0,0,0
1766,0,0,0,1,1
1767,0,1,0,0,1
1768,0,0,1,0,2
1769,0,1,0,0,1
1770,1,0,0,0,0
1771,1,0,0,0,0
1772,1,0,0,0,0
1773,0,0,0,1,1
1774,1,1,0,0,1
1775,1,0,0,0,0
1776,0,0,1,0,1
1777,1,0,0,0,0
1778,0,0,0,1,1
1779,1,0,0,0,0
1780,0,1,0,0,2
1781,0,1,0,0,1
1782,0,0,1,1,2
1783,0,0,0,1,1
1784,0,0,0,1,1
1785,0,1,0,0,1
1786,1,0,0,0,0
1787,0,0,1,0,1
1788,0,0,0,1,1
1789,0,1,0,0,1
1790,0,1,0,0,1
1791,0,0,0,1,1
1792,0,1,0,0,1
1793,1,0,0,0,0
1794,1,0,0,0,0
1795,1,0,0,0,0
1796,1,0,0,0,0
1797,0,1,0,0,1
1798,1,0,0,0,0
1799,0,0,0,1,1
1800,0,0,0,1,1
1801,0,1,0,0,1
1802,0,0,0,0,1
1803,1,0,0,0,0
1804,1,0,0,0,0
1805,1,0,0,0,0
1806,1,0,0,0,0
1807,1,1,0,0,2
1808,1,0,0,0,0
1809,1,0,0,0,0
1810,1,0,0,0,0
1811,0,1,0,0,1
1812,0,0,1,0,1
1813,1,0,0,0,0
1814,1,0,0,0,0
1815,1,0,0,0,0
1816,1,0,0,0,0
1817,1,0,0,0,0
1818,1,0,0,0,1
1819,0,0,0,1,1
1820,1,0,0,0,0
1821,0,0,0,0,1
1822,1,1,0,0,1
1823,1,0,0,0,0
1824,0,0,0,1,1
1825,0,1,0,0,1
1826,1,0,0,0,0
1827,1,0,0,0,0
1828,1,0,0,0,0
1829,0,1,0,0,1
1830,0,1,0,0,1
1831,0,0,0,1,1
1832,0,0,0,0,2
1833,0,1,0,0,1
1834,0,0,0,1,1
1835,1,0,0,0,1
1836,0,1,0,0,1
1837,0,0,0,0,2
1838,0,0,1,0,1
1839,1,0,0,0,0
1840,1,0,0,0,0
1841,1,0,0,0,0
1842,1,0,1,0,2
1843,1,0,0,0,0
1844,0,0,0,0,3
1845,0,0,1,0,1
1846,0,1,0,0,1
1847,0,0,0,0,1
1848,1,0,0,0,0
1849,1,0,0,0,0
1850,0,1,0,0,3
1851,1,0,0,0,0
1852,0,0,0,1,1
1853,1,0,0,0,0
1854,0,0,0,1,1
1855,0,1,0,0,1
1856,0,0,0,1,1
1857,1,0,0,0,2
1858,0,0,0,0,1
1859,0,0,0,1,1
1860,1,0,0,0,0
1861,0,1,0,0,1
1862,0,0,1,0,2
1863,0,0,0,1,1
1864,1,0,0,0,0
1865,1,0,0,0,0
1866,1,0,0,0,0
1867,1,0,0,0,0
1868,0,0,1,1,3
1869,0,0,1,0,1
1870,0,0,1,0,1
1871,0,1,0,0,1
1872,0,0,1,0,1
1873,1,0,0,0,0
1874,1,1,0,0,2
1875,0,0,1,0,1
1876,1,0,0,0,1
1877,1,0,0,0,0
1878,0,1,0,0,2
1879,0,1,1,0,3
1880,0,0,1,1,2
1881,0,1,0,0,1
1882,0,0,0,1,1
1883,0,1,0,0,1
1884,0,1,0,0,1
1885,0,0,1,0,1
1886,0,1,0,0,1
1887,0,1,0,0,1
1888,1,0,0,0,0
1889,0,1,0,0,1
1890,0,0,1,0,1
1891,0,1,0,0,1
1892,0,1,0,0,1
1893,1,0,0,0,0
1894,0,1,0,0,1
1895,0,0,0,1,1
1896,0,0,1,1,2
1897,1,0,0,0,0
1898,0,0,1,1,2
1899,0,1,0,0,1
1900,0,0,1,0,1
1901,0,1,0,0,1
1902,0,0,1,0,1
1903,1,0,0,0,0
1904,0,0,1,0,1
1905,1,0,0,0,0
1906,0,0,1,0,1
1907,0,0,0,1,1
1908,0,0,1,0,1
1909,1,0,0,0,0
1910,1,0,0,0,0
1911,0,1,0,0,1
1912,1,0,0,0,0
1913,0,1,0,0,1
1914,1,0,0,0,0
1915,0,1,0,0,1
1916,0,0,1,0,2
1917,1,0,0,0,0
1918,0,0,1,0,1
1919,1,0,0,0,0
1920,0,0,1,0,2
1921,1,0,0,0,0
1922,0,1,0,0,1
1923,1,0,1,0,3
1924,0,1,0,0,2
1925,0,0,1,0,1
1926,0,1,0,0,1
1927,0,0,1,0,1
1928,0,0,1,0,1
1929,0,0,1,0,1
1930,0,1,0,0,1
1931,0,1,0,0,1
1932,0,1,0,0,1
1933,1,0,0,0,0
1934,0,1,0,0,1
1935,0,0,0,1,1
1936,0,0,0,1,1
1937,1,0,1,0,1
1938,0,1,0,0,1
1939,0,1,0,0,1
1940,1,1,1,1,3
1941,0,0,1,0,1
1942,1,0,0,0,0
1943,1,0,0,0,0
1944,1,0,0,0,0
1945,1,0,0,0,0
1946,1,0,0,0,0
1947,0,0,0,1,1
1948,0,1,0,0,1
1949,0,0,1,0,1
1950,0,1,0,0,1
1951,0,1,0,0,1
1952,0,1,0,0,1
1953,0,0,1,0,1
1954,0,0,1,0,1
1955,0,1,0,0,1
1956,0,1,0,0,1
1957,1,0,0,0,0
1958,0,0,0,1,2
1959,0,0,0,1,1
1960,1,0,0,0,0
1961,1,0,0,0,0
1962,1,0,0,0,0
1963,0,1,0,0,2
1964,0,0,1,1,2
1965,0,0,1,0,1
1966,1,0,0,0,0
1967,1,0,0,0,0
1968,0,0,1,0,2
1969,1,0,0,0,0
1970,0,1,1,0,2
1971,1,0,0,0,0
1972,0,0,0,1,1
1973,0,1,0,0,2
1974,0,1,0,1,2
1975,1,0,0,0,0
1976,1,0,0,0,0
1977,0,0,1,0,1
1978,1,0,0,0,0
1979,1,0,0,0,0
1980,0,0,1,0,2
1981,1,0,0,0,0
1982,0,0,0,1,1
1983,1,0,0,0,0
1984,1,0,0,0,0
1985,0,0,0,1,1
1986,1,0,0,0,0
1987,1,0,0,0,0
1988,1,0,0,0,2
1989,1,0,0,0,0
1990,1,0,0,0,0
1991,1,0,1,0,1
1992,0,0,1,0,1
1993,0,1,0,0,2
1994,0,1,0,0,1
1995,1,0,0,0,0
1996,0,1,0,0,1
1997,0,0,0,1,1
1998,0,0,0,1,1
1999,1,0,0,0,0
2000,1,0,0,0,0
2001,0,0,0,1,1
2002,0,0,0,0,2
2003,1,0,0,0,2
2004,1,0,0,0,1
2005,1,0,0,0,0
2006,1,0,0,0,0
2007,1,0,0,0,0
2008,0,0,0,1,1
2009,0,0,0,1,1
2010,0,0,0,1,1
2011,0,0,1,0,2
2012,0,1,1,0,2
2013,1,0,0,0,0
2014,1,0,0,0,0
2015,1,0,0,0,0
2016,0,1,0,0,1
2017,1,0,0,0,0
2018,1,1,1,1,3
2019,0,1,0,0,1
2020,1,0,0,0,0
2021,1,0,0,0,0
2022,0,1,1,0,2
2023,0,0,0,1,1
2024,1,0,0,0,0
2025,1,0,0,0,0
2026,0,1,0,0,1
2027,0,0,1,1,3
2028,0,0,1,0,1
2029,1,0,0,0,0
2030,0,1,0,0,1
2031,0,0,0,1,1
2032,0,1,0,0,1
2033,1,0,0,0,0
2034,0,0,0,1,1
2035,0,0,0,1,1
2036,0,0,1,1,2
2037,0,0,1,0,1
2038,0,0,1,0,1
2039,0,1,0,0,2
2040,1,0,0,0,0
2041,0,0,1,0,1
2042,0,0,1,0,1
2043,1,0,0,0,0
2044,1,0,0,0,0
2045,1,0,1,0,2
2046,0,0,1,1,2
2047,0,0,0,1,1
2048,1,0,0,0,0
2049,0,0,1,0,1
2050,1,0,1,0,1
2051,1,0,0,0,0
2052,0,0,0,1,1
2053,1,0,0,0,0
2054,0,0,0,1,1
2055,0,1,0,0,1
2056,1,0,0,0,0
2057,1,0,1,1,2
2058,1,0,0,0,0
2059,0,0,0,0,1
2060,0,1,0,0,1
2061,0,0,0,1,2
2062,0,1,0,0,1
2063,0,1,1,1,3
2064,0,1,0,0,1
2065,1,0,0,0,0
2066,0,0,0,0,1
2067,0,1,0,0,1
2068,0,0,1,0,2
2069,0,0,1,0,1
2070,0,0,1,0,1
2071,0,0,1,0,1
2072,0,0,1,1,2
2073,1,0,0,0,0
2074,1,0,0,0,0
2075,1,0,0,0,0
2076,1,0,0,0,0
2077,1,0,0,0,0
2078,0,1,0,0,1
2079,1,0,0,0,0
2080,1,0,0,0,0
2081,0,0,1,0,1
2082,1,0,1,0,2
2083,0,0,0,1,1
2084,1,0,0,0,0
2085,1,0,0,0,0
2086,0,1,0,0,2
2087,1,0,0,0,0
2088,0,1,0,0,1
2089,0,1,0,0,1
2090,0,0,1,0,1
2091,0,1,0,0,1
2092,0,1,0,0,1
2093,1,0,0,0,0
2094,1,0,1,0,2
2095,1,0,0,0,0
2096,0,0,0,1,2
2097,0,0,0,1,1
2098,1,0,0,0,0
2099,1,0,0,0,0
2100,0,0,1,0,2
2101,1,0,0,0,0
2102,0,0,1,0,1
2103,1,0,0,0,0
2104,1,0,1,0,1
2105,0,1,0,0,1
2106,1,0,0,0,0
2107,0,1,1,0,3
2108,1,0,0,0,0
2109,1,0,0,0,0
2110,1,0,0,0,0
2111,0,0,0,1,2
2112,1,0,0,0,0
2113,1,0,0,0,1
2114,1,0,0,0,0
2115,1,0,0,0,0
2116,1,0,0,0,0
2117,0,1,1,0,2
2118,1,0,0,0,0
2119,1,0,0,0,0
2120,1,0,0,0,0
2121,1,0,0,0,0
2122,0,0,1,0,1
2123,1,0,0,0,0
2124,0,0,1,0,1
2125,0,1,0,0,1
2126,1,0,0,0,0
2127,1,0,0,0,0
2128,0,0,1,0,1
2129,0,0,0,0,3
2130,1,0,0,0,1
2131,0,0,1,0,1
2132,0,0,0,1,1
2133,1,0,0,0,0
2134,0,0,1,0,1
2135,0,0,1,0,2
2136,0,0,1,0,1
2137,0,0,1,0,1
2138,1,0,0,0,0
2139,1,0,1,0,2
2140,0,1,0,0,2
2141,0,0,1,0,1
2142,0,0,1,0,1
2143,0,1,0,0,1
2144,1,0,0,0,2
2145,1,1,0,0,1
2146,0,0,1,0,1
2147,0,1,1,0,2
2148,0,1,0,0,1
2149,1,0,0,0,0
2150,0,1,1,0,2
2151,1,0,0,0,0
2152,0,1,0,0,2
2153,1,0,0,0,0
2154,0,0,0,0,1
2155,0,1,0,0,1
2156,1,0,0,0,0
2157,1,0,0,0,0
2158,0,0,0,1,1
2159,1,0,0,0,0
2160,1,1,0,0,1
2161,0,0,1,0,1
2162,1,0,0,0,0
2163,1,0,0,0,0
2164,1,0,0,0,0
2165,1,0,0,0,0
2166,0,1,0,0,1
2167,0,0,0,1,1
2168,1,0,0,0,0
2169,0,1,0,0,2
2170,1,0,0,0,0
2171,1,0,0,0,0
2172,0,0,1,0,1
2173,0,0,0,1,1
2174,0,1,0,1,2
2175,0,0,0,1,1
2176,0,0,1,0,2
2177,1,0,0,0,0
2178,0,1,0,0,1
2179,0,0,0,1,1
2180,1,1,0,0,1
2181,0,0,1,0,1
2182,0,0,1,1,3
2183,1,0,0,0,0
2184,1,0,0,0,0
2185,1,0,0,0,0
2186,0,1,0,0,1
2187,0,0,1,0,1
2188,0,0,0,1,1
2189,1,0,0,0,0
2190,0,0,0,1,1
2191,1,0,0,0,0
2192,1,0,0,0,1
2193,1,0,0,0,0
2194,1,0,0,0,0
2195,1,1,0,0,1
2196,1,0,0,0,0
2197,0,0,1,0,1
2198,0,1,0,0,1
2199,0,0,1,0,1
2200,1,0,0,0,0
2201,0,1,0,0,1
2202,0,1,0,0,1
2203,1,0,0,0,0
2204,1,0,0,0,0
2205,0,1,0,0,1
2206,0,1,0,0,1
2207,1,0,0,0,1
2208,0,1,0,0,1
2209,0,1,0,0,1
2210,1,0,0,0,0
2211,0,1,0,0,1
2212,1,0,0,0,0
2213,0,1,0,0,1
2214,0,1,0,0,1
2215,0,1,0,0,1
2216,0,0,0,1,1
2217,1,0,0,0,0
2218,0,1,0,0,1
